transaction_id,timestamp,store_id,sku,sku_name,quantity,price
086ae203-08e5-4b35-a571-a84e7648551d,2026-01-06T14:26:01,STR-004,SKU-10002,Denim Jeans,8,57.23
787bb5ec-ec09-44a6-b9aa-2836ffbbada0,2026-01-06T06:33:04,STR-027,SKU-10005,Leather Belt,2,24.15
e7f34ce8-c1e3-489a-9294-d5a98dc84655,2026-01-06T13:30:51,STR-021,SKU-10001,Cotton T-Shirt,8,16.84
b3a7e97d-45c2-4b4e-b557-b620f02620fd,2026-01-06T02:28:24,STR-021,SKU-10008,Ceramic Mug,2,8.49
796407e9-7b4c-4dfd-a760-3c208f938900,2026-01-06T15:06:07,STR-018,SKU-10010,Backpack,3,65.15
672a6344-7fcb-44f6-ae08-7012e1218e94,2026-01-06T19:58:14,STR-010,SKU-10013,Water Bottle,5,19.65
9a13bca5-abd7-4ba4-8a93-0c53127c2f82,2026-01-06T13:30:55,STR-017,SKU-10003,Running Shoes,1,91.85
f837d1c3-15a4-4b8b-a354-0d5179314e90,2026-01-06T15:58:22,STR-022,SKU-10012,Desk Lamp,8,30.26
e12cce95-dc90-4d8a-aecb-4864722fac22,2026-01-06T02:06:55,STR-025,SKU-10007,Kitchen Towel Set,7,11.68
8ab052f4-ecd3-4703-81c4-5b0d53019766,2026-01-06T20:12:40,STR-013,SKU-10007,Kitchen Towel Set,4,10.29
86b66f46-1880-421c-9ec8-8ebd37893788,2026-01-06T18:07:53,STR-009,SKU-10004,Winter Jacket,7,123.70
9eba3c97-0052-469f-921a-0636053c36da,2026-01-06T21:09:00,STR-006,SKU-10006,Sports Socks,2,8.62
e405af6c-992b-489c-89a9-6d431627e3d5,2026-01-06T07:16:36,STR-016,SKU-10010,Backpack,6,52.01
de4e1577-8664-4e66-9c50-d87cf3c7e380,2026-01-06T01:46:36,STR-004,SKU-10006,Sports Socks,8,9.31
ec4019bc-9bab-4773-b551-615f8a372145,2026-01-06T04:09:36,STR-019,SKU-10013,Water Bottle,6,22.26
62eaef8f-bdb5-4d2b-99d4-af53c69736b6,2026-01-06T19:26:51,STR-028,SKU-10007,Kitchen Towel Set,6,12.54
4a22c723-f18e-42f4-8fe9-2ac27b08a438,2026-01-06T19:22:42,STR-019,SKU-10008,Ceramic Mug,6,10.54
9f7ab259-6725-42fd-bd7f-3a8235e29c57,2026-01-06T03:17:18,STR-011,SKU-10010,Backpack,1,60.77
4d7791c6-4cb0-4626-b33d-838d4cc54eb3,2026-01-06T12:50:32,STR-016,SKU-10007,Kitchen Towel Set,6,12.68
7257face-afe2-4b58-bf10-c1a49c1bb746,2026-01-06T22:28:55,STR-009,SKU-10011,Bed Sheet Set,2,64.34
121bcc58-c255-42df-a053-c191c5dfcc44,2026-01-06T03:18:40,STR-021,SKU-10007,Kitchen Towel Set,1,11.24
f7eacfb4-e769-4915-8d35-6267a65f08ae,2026-01-06T15:24:33,STR-013,SKU-10013,Water Bottle,7,17.25
9b37da3b-1966-4d2b-bf0a-d1144c16f097,2026-01-06T10:10:06,STR-023,SKU-10007,Kitchen Towel Set,8,10.91
bc1c0c61-372d-4fd2-8d92-9b5b0549d427,2026-01-06T08:57:31,STR-004,SKU-10007,Kitchen Towel Set,1,12.85
4a3c698f-5271-492e-9a97-59d59d85f424,2026-01-06T11:13:55,STR-021,SKU-10001,Cotton T-Shirt,4,17.30
2a2c34e5-d49e-4813-90de-23c4d2ae4168,2026-01-06T06:34:52,STR-005,SKU-10002,Denim Jeans,4,58.20
01b5736c-55e7-4ec8-ac55-a3e29d574f6f,2026-01-06T04:04:07,STR-001,SKU-10002,Denim Jeans,2,50.91
9d81621d-3e63-4a57-be02-b44937d1f90d,2026-01-06T12:17:00,STR-019,SKU-10011,Bed Sheet Set,8,66.36
ba849167-d844-4fdd-8ad0-1f6798ee70e8,2026-01-06T07:15:08,STR-030,SKU-10012,Desk Lamp,1,35.08
53028966-6641-444a-be8a-b0978e8a442a,2026-01-06T10:29:36,STR-030,SKU-10013,Water Bottle,6,20.75
b1aa29ea-862e-4584-9066-f593a1fb5c52,2026-01-06T04:45:29,STR-020,SKU-10010,Backpack,6,51.21
2ebb0e97-bd58-4d6c-b4ed-20116613eb80,2026-01-06T00:02:45,STR-002,SKU-10014,Throw Pillow,3,23.75
