transaction_id,timestamp,store_id,sku,sku_name,quantity,price
4f6e316c-4ddc-4374-9428-3238594ed8b8,2026-01-07T14:03:23,STR-023,SKU-10009,Bluetooth Speaker,7,39.59
2329b591-b852-4140-8feb-cf3134d73fd0,2026-01-07T22:08:30,STR-001,SKU-10009,Bluetooth Speaker,3,46.81
,2026-01-07T13:49:43,STR-019,SKU-10001,Cotton T-Shirt,8,13.31
36e42b4e-095c-4f69-be4d-f6183c3b5356,2026-01-07T13:09:00,STR-010,SKU-10005,Leather Belt,4,29.89
710329cb-d519-48c3-b5c1-839b821ab265,2026-01-07T18:36:14,STR-018,SKU-10003,Running Shoes,1,84.59
64d7858f-7169-40a5-9775-f813a7b76f15,2026-01-07T03:20:00,STR-002,SKU-10003,Running Shoes,7,87.16
f52084e2-c0a7-4760-9322-e8e17219695a,2026-01-07T21:15:31,STR-017,SKU-10011,Bed Sheet Set,6,75.78
ce941ad4-0029-4b1b-ba07-0fe2dcff3896,2026-01-07T20:47:35,STR-016,SKU-10004,Winter Jacket,3,114.93
7a516eae-9347-45d8-8f39-c83ffebadcb5,2026-01-07T20:00:26,STR-018,SKU-10012,Desk Lamp,3,37.97
bdb78adc-e583-4f9a-89ab-cf474ec826f3,2026-01-07T19:16:57,STR-016,SKU-10003,Running Shoes,6,92.90
7b33d242-f423-4f18-9e08-d9d4e9c3fc08,2026-01-07T07:06:35,STR-004,SKU-10014,Throw Pillow,7,19.67
87721f44-047e-4b24-918a-58d0e2807a59,2026-01-07T22:02:20,STR-029,SKU-10012,Desk Lamp,2,34.82
390ed0a4-e3c5-4545-a605-ef234cadb1b0,2026-01-07T21:50:36,STR-028,SKU-10005,Leather Belt,8,28.66
bb947b20-bad3-465e-9cf9-cb6bafa14df9,2026-01-07T17:40:05,STR-016,SKU-10008,Ceramic Mug,6,10.57
9bef07d7-5c60-423b-892e-325f931cf3c3,2026-01-07T22:49:53,STR-015,SKU-10013,Water Bottle,8,19.64
511ce34b-af9a-4132-8488-e76d624f0d86,2026-01-07T02:20:00,STR-019,SKU-10009,Bluetooth Speaker,3,45.94
304fffb0-bf22-4f22-902b-6051b33159d9,2026-01-07T17:32:29,STR-027,SKU-10007,Kitchen Towel Set,4,12.39
081ebe11-30b9-467f-adc7-0ff2010d35a2,2026-01-07T17:30:41,STR-009,SKU-10014,Throw Pillow,6,22.45
e7783227-f2e7-48e6-a477-71e40e3fabeb,2026-01-07T23:35:15,STR-008,SKU-10015,Scented Candle,5,13.15
b8c7c8a7-f7c5-48d4-89f1-c39d05efd2f0,2026-01-07T14:06:35,STR-026,SKU-10009,Bluetooth Speaker,5,46.27
8b1b5bf8-75b8-4ba2-b826-900678dab53b,2026-01-07T13:54:13,STR-013,SKU-10002,Denim Jeans,7,56.18
2656ca05-38f2-4a9c-bf0b-73c37f1a238e,2026-01-07T20:55:01,STR-007,SKU-10015,Scented Candle,6,15.24
10eb64c4-62d3-48f1-8f9e-389a2eb9101a,2026-01-07T16:03:22,STR-015,SKU-10006,Sports Socks,1,8.28
44c5c2ab-2d41-4469-8433-3aa4a2fa0ada,2026-01-07T12:13:13,STR-023,SKU-10002,Denim Jeans,7,58.47
59b8e3ad-9397-43da-a83c-e156b28b5482,2026-01-07T23:23:36,STR-024,SKU-10009,Bluetooth Speaker,7,43.02
bd9a353f-e8a4-4469-9f0a-bd456f5ed485,2026-01-07T13:33:42,STR-028,SKU-10006,Sports Socks,6,9.35
068b66f1-5025-45b8-8ce8-dbe6cb4a39cf,2026-01-07T02:50:01,STR-022,SKU-10014,Throw Pillow,4,24.50
1e6fb34e-77f8-49c1-8cff-56fe6484e493,2026-01-07T23:01:32,STR-029,SKU-10004,Winter Jacket,3,155.62
68414562-6b4b-4256-9059-1a08296ce8fb,2026-01-07T20:00:02,STR-029,SKU-10006,Sports Socks,1,9.54
3e9cf5db-0e6a-4bcc-9d16-f7e05974840a,2026-01-07T15:47:36,STR-030,SKU-10001,Cotton T-Shirt,4,17.60
064a25ff-9703-438e-b56b-7e0788df57f2,2026-01-07T01:24:05,STR-007,SKU-10006,Sports Socks,5,7.14
9a45efc2-9880-4a9b-bc2b-af2eab670c54,2026-01-07T10:27:07,STR-009,SKU-10013,Water Bottle,6,23.36
f3cd4dab-06cc-4ee3-95fa-e47f76c910dc,2026-01-07T19:09:53,STR-011,SKU-10002,Denim Jeans,3,50.68
1ebcc120-befb-458f-9933-0ec4c9334ec7,2026-01-07T05:00:51,STR-020,SKU-10007,Kitchen Towel Set,6,11.81
3ec14b21-9066-461c-a0fc-6370199e9088,2026-01-07T22:19:22,STR-018,SKU-10015,Scented Candle,3,13.39
5ff77871-1589-4218-af57-009553052bf3,2026-01-07T10:57:38,STR-002,SKU-10001,Cotton T-Shirt,1,15.09
6fd82e3d-a4a0-4a72-a8b7-ce2c2b6ebed2,2026-01-07T17:34:50,STR-013,SKU-10001,Cotton T-Shirt,5,16.89
7844b87d-139b-4772-8dac-682c51af475c,2026-01-07T13:43:56,STR-028,SKU-10011,Bed Sheet Set,3,71.28
120a50ba-73f2-4f69-b91e-a22ace6d63e7,2026-01-07T14:16:02,STR-017,SKU-10006,Sports Socks,1,7.55
619ec5c3-931f-4b0f-ba31-a8f2e977c5e3,2026-01-07T04:29:38,STR-009,SKU-10013,Water Bottle,3,23.81
f0bf52c1-382d-42d0-b987-0f485eed37c4,2026-01-07T19:38:16,STR-023,SKU-10006,,6,8.50
09d9c899-2edf-4331-a98c-b2dc36bd022c,2026-01-07T04:44:34,STR-030,SKU-10009,Bluetooth Speaker,5,45.57
4675a9dc-f7fe-4505-91ce-4d590bd7b2a0,2026-01-07T05:21:42,STR-013,SKU-10010,Backpack,6,57.60
dc0ef643-b580-4813-bfb9-4b0379598a4a,2026-01-07T11:45:22,STR-004,SKU-10007,Kitchen Towel Set,5,10.55
ed73ddc3-31f6-4295-95a8-d04a681947b5,2026-01-07T05:22:22,STR-013,SKU-10014,Throw Pillow,1,19.91
feb97b93-78e6-461c-8a45-495f236ed741,2026-01-07T18:09:27,STR-030,SKU-10015,Scented Candle,8,11.28
994cb5c8-7843-4c64-b40c-c71eaa0744b0,2026-01-07T18:23:10,STR-024,SKU-10003,Running Shoes,6,104.25
ee1ab126-d901-47b4-920b-3927ecd24672,2026-01-07T08:31:39,STR-014,SKU-10007,Kitchen Towel Set,1,14.06
2046753c-5c6e-474f-aa58-cfb28b142302,2026-01-07T08:26:25,STR-013,SKU-10007,Kitchen Towel Set,1,14.18
061d60e4-d55c-4793-8d6f-cffdf845d106,2026-01-07T17:28:29,STR-028,SKU-10008,Ceramic Mug,4,11.63
9b640c21-1afa-42ba-80fc-bc522be7ea08,2026-01-07T19:02:28,STR-019,SKU-10005,Leather Belt,3,24.15
69b91291-ed22-4cb4-9050-d1db040647c8,2026-01-07T09:54:37,STR-018,SKU-10011,Bed Sheet Set,8,77.31
603dc0f6-c847-4488-9a0a-d1384de04229,2026-01-07T17:58:29,STR-006,SKU-10005,Leather Belt,5,21.92
5be862c7-c41d-4c54-83cc-77a76beb25e5,2026-01-07T21:13:55,STR-017,SKU-10003,Running Shoes,4,101.58
f89bfebd-a874-4a15-92c5-83e0d4a69f7a,2026-01-07T12:12:17,STR-026,SKU-10006,Sports Socks,8,6.92
771cba38-9e6c-4892-889c-efef5a8d2b59,2026-01-07T13:04:23,STR-009,SKU-10002,Denim Jeans,3,52.12
e977f582-1fa9-4f84-a3e0-a68068c168dc,2026-01-07T03:59:49,STR-010,SKU-10013,Water Bottle,3,20.84
81542ae4-b2b6-47b8-a38b-97ce82dba5f6,2026-01-07T03:13:01,STR-005,SKU-10010,Backpack,6,55.18
63612f74-ecb0-4566-9544-b4d2b2390329,2026-01-07T04:37:14,STR-026,SKU-10006,Sports Socks,6,8.46
5460e957-b2f2-4b2f-a15f-07341b77fda9,2026-01-07T22:57:06,STR-009,SKU-10014,Throw Pillow,5,24.35
d7fcf8a8-2a78-4700-8d1e-43ca37aa83ed,2026-01-07T00:06:27,STR-014,SKU-10013,Water Bottle,4,21.68
921462a9-e75e-410d-a8d2-04a19104366b,2026-01-07T02:44:32,STR-002,SKU-10008,Ceramic Mug,5,9.92
a0679013-889b-40a9-8702-e40fbd59280b,2026-01-07T11:48:36,STR-005,SKU-10012,Desk Lamp,7,32.23
