transaction_id,timestamp,store_id,sku,sku_name,quantity,price
bb9d4c61-ec18-45d5-82ea-9c1b86a34a6d,2026-01-06T14:26:01,STR-004,SKU-10002,Denim Jeans,8,57.23
702b37a4-10ee-4836-afaf-098ac4b2eca6,2026-01-06T06:33:04,STR-027,SKU-10005,Leather Belt,2,24.15
9852f7d7-7526-4b56-a9cf-48d9c570a83f,2026-01-06T13:30:51,STR-021,SKU-10001,Cotton T-Shirt,8,16.84
cafa7746-a9b2-4236-851a-95ae500128c8,2026-01-06T02:28:24,STR-021,SKU-10008,Ceramic Mug,2,8.49
e341cc42-ab04-4fc1-b23b-11745a89e7e3,2026-01-06T15:06:07,STR-018,SKU-10010,Backpack,3,65.15
99766099-0f97-4324-a961-fc09266564c9,2026-01-06T19:58:14,STR-010,SKU-10013,Water Bottle,5,19.65
27dacb98-ea12-4b94-9220-497e76668a23,2026-01-06T13:30:55,STR-017,SKU-10003,Running Shoes,1,91.85
fb8bd9d3-f27a-4c01-89f3-049e965d9834,2026-01-06T15:58:22,STR-022,SKU-10012,Desk Lamp,8,30.26
30bb750d-04be-4bdf-ad46-a0fa3589aaab,2026-01-06T02:06:55,STR-025,SKU-10007,Kitchen Towel Set,7,11.68
a7102a0a-d9f5-4257-bdd5-f498dfb187a5,2026-01-06T20:12:40,STR-013,SKU-10007,Kitchen Towel Set,4,10.29
81562c8b-39ee-4bb5-a24f-bcc55ebbe41d,2026-01-06T18:07:53,STR-009,SKU-10004,Winter Jacket,7,123.70
4c44ab94-0361-4cea-b2b0-278fde397332,2026-01-06T21:09:00,STR-006,SKU-10006,Sports Socks,2,8.62
3b637970-101c-44a5-8eec-1d2d926a2bb6,2026-01-06T07:16:36,STR-016,SKU-10010,Backpack,6,52.01
8d561cdd-01c5-4874-bcc3-7156d3946ea9,2026-01-06T01:46:36,STR-004,SKU-10006,Sports Socks,8,9.31
8ff2ccba-d83b-4777-93cc-36af636d5220,2026-01-06T04:09:36,STR-019,SKU-10013,Water Bottle,6,22.26
b468c03b-55bc-4b7d-bc11-3a3e6259f5ba,2026-01-06T19:26:51,STR-028,SKU-10007,Kitchen Towel Set,6,12.54
a31b3319-804a-44aa-beb3-8f0511da5ec3,2026-01-06T19:22:42,STR-019,SKU-10008,Ceramic Mug,6,10.54
c88ec049-8157-41de-88df-da8e67a14ab8,2026-01-06T03:17:18,STR-011,SKU-10010,Backpack,1,60.77
349edb3e-bcbc-42fc-92d8-12172d9e85ca,2026-01-06T12:50:32,STR-016,SKU-10007,Kitchen Towel Set,6,12.68
fb9ffd8f-f68c-4268-8ac3-f08f319b3202,2026-01-06T22:28:55,STR-009,SKU-10011,Bed Sheet Set,2,64.34
d4eb98ec-74fc-4fee-be0f-413d0bcb8fc8,2026-01-06T03:18:40,STR-021,SKU-10007,Kitchen Towel Set,1,11.24
24fb6472-7e47-419a-b9a7-7d31d5c52207,2026-01-06T15:24:33,STR-013,SKU-10013,Water Bottle,7,17.25
e0ac3ad6-ee2d-4900-9de0-1052752f7050,2026-01-06T10:10:06,STR-023,SKU-10007,Kitchen Towel Set,8,10.91
5b9659c8-ccc6-4135-a367-1abb20012ce8,2026-01-06T08:57:31,STR-004,SKU-10007,Kitchen Towel Set,1,12.85
92904577-dcff-45db-a942-0920f4bfc8af,2026-01-06T11:13:55,STR-021,SKU-10001,Cotton T-Shirt,4,17.30
c62511f4-5a77-4da5-ae50-08211b865429,2026-01-06T06:34:52,STR-005,SKU-10002,Denim Jeans,4,58.20
886d67c5-56e0-4747-9897-c1cad088071c,2026-01-06T04:04:07,STR-001,SKU-10002,Denim Jeans,2,50.91
dda92766-ab56-4577-ade7-69694ffefd25,2026-01-06T12:17:00,STR-019,SKU-10011,Bed Sheet Set,8,66.36
43dbef58-b0c5-48f8-9fba-df7781793f6b,2026-01-06T07:15:08,STR-030,SKU-10012,Desk Lamp,1,35.08
d5df4840-fbb8-4c5d-939c-92075b7cf63d,2026-01-06T10:29:36,STR-030,SKU-10013,Water Bottle,6,20.75
c52d141e-7a90-49d3-86b9-b942edb58302,2026-01-06T04:45:29,STR-020,SKU-10010,Backpack,6,51.21
7e597a33-4d33-4eb4-a4bc-61afcee8b45b,2026-01-06T00:02:45,STR-002,SKU-10014,Throw Pillow,3,23.75
974d7ce5-3f48-4fad-b88f-c6c3875b667a,2026-01-06T18:55:56,STR-026,SKU-10007,Kitchen Towel Set,2,12.43
63b50421-0408-499b-a3d9-61fe602c398b,2026-01-06T06:34:02,STR-020,SKU-10008,Ceramic Mug,5,8.65
c64edb88-a9c3-4d32-a01b-83b3add0640f,2026-01-06T03:16:15,STR-012,SKU-10006,Sports Socks,6,7.61
d3d061fa-a7c7-4300-9b8d-b282117c165d,2026-01-06T15:21:05,STR-016,SKU-10009,Bluetooth Speaker,5,37.73
045ae031-933b-495a-821f-896228861bf5,2026-01-06T09:29:39,STR-015,SKU-10007,Kitchen Towel Set,3,13.69
059c55d6-445e-4abf-8ff5-d81f3252586c,2026-01-06T16:31:58,STR-009,SKU-10006,Sports Socks,2,7.93
c3134632-2d46-44ce-ac8d-a9722a933552,2026-01-06T23:43:55,STR-009,SKU-10014,Throw Pillow,5,23.79
08ecf97d-7688-4126-9407-98e80f7a3c03,2026-01-06T07:43:09,STR-014,SKU-10012,Desk Lamp,3,32.63
793e2c44-d140-4791-b4c1-72935b98676e,2026-01-06T08:57:38,STR-029,SKU-10009,Bluetooth Speaker,7,47.78
56bdfa6f-3620-4751-a97b-433b486c738a,2026-01-06T05:57:49,STR-025,SKU-10003,Running Shoes,7,103.52
366bf4ac-9b70-4cb5-80da-c4475f10d1ff,2026-01-06T22:27:41,STR-021,SKU-10009,Bluetooth Speaker,5,44.89
3a664bb0-7037-4754-8326-5cbc3b65b7f3,2026-01-06T18:33:55,STR-021,SKU-10003,Running Shoes,7,79.96
4ab90970-4ab7-4905-be70-5f26bd482ce4,2026-01-06T11:05:48,STR-027,SKU-10012,Desk Lamp,4,32.54
48cd44fb-2ec7-42cb-90c0-0d683d76f554,2026-01-06T10:14:41,STR-009,SKU-10013,Water Bottle,3,20.70
f5a47d93-118c-4ee9-8973-775a788ed9ef,2026-01-06T01:13:24,STR-021,SKU-10010,Backpack,7,70.82
3a07ddfe-077a-484a-acaa-db21394bc35e,2026-01-06T22:52:52,STR-008,SKU-10008,Ceramic Mug,5,11.36
c57664e8-7351-4bd3-bd7f-875a998a1d75,2026-01-06T04:36:05,STR-016,SKU-10010,Backpack,2,63.46
60accb96-74c5-45b8-86be-f6cb1fd0df4d,2026-01-06T09:51:36,STR-028,SKU-10003,Running Shoes,6,93.74
d9262a4b-52b5-450d-bb30-6010806194ca,2026-01-06T00:10:16,STR-019,SKU-10007,Kitchen Towel Set,7,11.98
35c5a1c3-91eb-4640-917e-12782fc84992,2026-01-06T19:11:27,STR-021,SKU-10012,Desk Lamp,6,37.32
f1939774-d730-412c-8e2b-0ae7d2966a51,2026-01-02T17:14:46,STR-026,SKU-10012,Desk Lamp,10,29.03
25bd1698-73fd-4048-91e2-e42a5ef69857,2026-01-06T15:45:14,STR-016,SKU-10001,Cotton T-Shirt,6,15.33
95d06eae-2f30-4d17-8afe-6ab9b1d2c670,2026-01-06T16:07:56,STR-003,SKU-10013,Water Bottle,5,17.25
d3483b25-a06e-4151-a655-d74f6fbbc083,2026-01-06T00:16:04,STR-002,SKU-10011,Bed Sheet Set,8,79.78
a25e3ffe-8496-4ade-b8b3-a552ef30cac2,2026-01-06T22:20:38,STR-017,SKU-10006,Sports Socks,1,7.26
7c641895-a578-4954-9c44-317962e4290b,2026-01-06T13:09:46,STR-005,SKU-10015,Scented Candle,6,14.22
b07f6710-c485-4013-b71b-a9a983c78b9e,2026-01-06T06:17:32,STR-030,SKU-10014,Throw Pillow,4,23.56
5a1456de-1092-4c92-95c5-59d221717b0c,2026-01-06T17:19:05,STR-020,SKU-10008,Ceramic Mug,7,9.35
c899b670-acfb-4fd2-a68f-974d53e13f51,2026-01-06T10:32:56,STR-011,SKU-10012,Desk Lamp,1,35.60
38f159b4-5194-45ac-b85c-6a5153794463,2026-01-06T05:48:04,STR-024,SKU-10012,Desk Lamp,2,38.28
76762fd3-0437-468e-8db1-7b843661042d,2026-01-06T09:57:58,STR-029,SKU-10015,Scented Candle,5,12.68
651f181b-67fa-41d1-b923-da0b55596b19,2026-01-06T02:43:20,STR-017,SKU-10006,Sports Socks,8,7.71
53da8aa7-c339-4d77-823b-82cfd8b5ec50,2026-01-06T04:22:38,STR-002,SKU-10015,Scented Candle,1,12.61
18786f9a-f8fd-48b4-9808-f043d40019ce,2026-01-06T05:30:20,STR-022,SKU-10006,Sports Socks,8,9.33
cac0b2b4-6aee-4569-adab-fcd3f3f286a5,2026-01-03T08:25:56,STR-013,SKU-10009,Bluetooth Speaker,3,65.36
31e42e01-b8ce-4e06-9ff7-b2f63c0da8fe,2026-01-06T00:07:52,STR-011,SKU-10001,Cotton T-Shirt,7,13.54
5e0ba12b-f665-4dc5-9551-e7472bda6874,2026-01-06T00:33:56,STR-005,SKU-10010,Backpack,4,58.92
