transaction_id,timestamp,store_id,sku,sku_name,quantity,price
8e0681ec-e780-473e-990e-b23fd4000d6d,2026-01-02T08:26:43,STR-030,SKU-10007,Kitchen Towel Set,6,13.07
15abc72a-6ac3-4590-a474-2fd4c1d3dc47,2026-01-02T01:32:59,STR-024,SKU-10001,Cotton T-Shirt,3,17.63
76ab4390-184f-431f-b31a-e479d1cbb492,2026-01-02T04:59:23,STR-020,SKU-10008,Ceramic Mug,2,10.05
dc21d87d-362e-4406-804e-c44efc7ec2c7,2026-01-02T04:31:42,STR-004,SKU-10005,Leather Belt,3,22.20
e3c65f6e-7a8e-4a6f-90cd-279f16ff57a1,2026-01-02T22:12:44,STR-002,SKU-10003,Running Shoes,6,92.93
29872e37-d45c-496e-a416-d32db6e7a70d,2026-01-02T18:19:35,STR-010,SKU-10015,Scented Candle,2,13.69
92aaccd1-67b0-4ca0-978d-29168e4fab15,2026-01-02T14:13:43,STR-021,SKU-10004,Winter Jacket,3,127.56
575e0e26-2e20-4e02-8acd-ee13fd9bd241,2026-01-01T13:48:25,STR-016,SKU-10014,Throw Pillow,8,150.02
117fee28-1a0b-46c8-ad8b-94b048159c3d,2026-01-02T02:30:38,STR-024,SKU-10009,Bluetooth Speaker,3,42.72
0c278f42-047b-4576-b586-b4d352da9a7e,2026-01-02T04:39:39,STR-004,SKU-10015,Scented Candle,4,13.52
a44b1cb4-9469-4933-9446-5f8976ff4327,2026-01-02T05:57:38,STR-005,SKU-10006,Sports Socks,3,9.38
3884e13e-3a59-4886-ac1a-cb05b31dab50,2026-01-02T04:25:42,STR-003,SKU-10004,Winter Jacket,5,153.03
fa0290d6-53cb-421e-b0c8-bcfe1c9b3f8f,2026-01-02T08:11:02,STR-003,SKU-10014,Throw Pillow,2,22.46
e2a37afd-cd96-4049-80ee-e990d791f2d7,2026-01-02T17:35:25,STR-027,SKU-10005,Leather Belt,8,26.75
6d8f6b47-1abc-45bc-91c2-f640cd057fc7,2026-01-02T00:18:39,STR-009,SKU-10014,Throw Pillow,4,20.17
d5d2d7c5-5df0-4739-b051-728e6177b80c,2026-01-02T06:19:58,STR-001,SKU-10014,Throw Pillow,7,24.86
66715306-0184-474a-bf6b-0db414eea10c,2026-01-02T08:22:25,STR-019,SKU-10006,Sports Socks,6,9.23
bdac4168-7f58-4bbc-8185-970301177a38,2026-01-02T08:54:06,STR-025,SKU-10005,Leather Belt,3,29.15
3173e4b4-6c1a-4b4f-8b0b-eb39f49834cf,2026-01-02T12:37:43,STR-027,SKU-10005,Leather Belt,2,29.37
37f64383-14a0-4679-8730-04b1d02bf567,2026-01-02T21:45:03,STR-022,SKU-10014,Throw Pillow,4,23.85
a08ce36e-1c79-47ea-84b9-0e8451235f66,2026-01-02T19:00:00,STR-030,SKU-10012,Desk Lamp,5,32.21
47e8c629-a8be-4cb8-a9a9-a93d786554d2,2026-01-02T15:57:16,STR-010,SKU-10001,Cotton T-Shirt,2,14.12
98048b3d-adf2-4574-ac3b-9962ea5cdfde,2026-01-02T16:25:34,STR-014,SKU-10009,Bluetooth Speaker,5,36.49
204a4461-fc38-40db-8749-31b7ffaeca54,2026-01-02T00:09:52,STR-029,SKU-10004,Winter Jacket,1,137.10
d4f86adf-6fc7-4699-80f7-980e0236d4ce,2026-01-02T03:41:26,STR-018,SKU-10001,Cotton T-Shirt,8,13.06
772814bc-33bc-49ff-9342-d674727973e2,2026-01-02T15:13:42,STR-021,SKU-10013,Water Bottle,4,18.03
b51e72d1-7dd1-431d-ae3f-6eaa6b3f0d0a,2026-01-02T05:22:48,STR-027,SKU-10010,Backpack,5,52.17
beeedce9-485e-42b4-a93a-0aa16b86474a,2026-01-02T13:44:27,STR-006,SKU-10002,Denim Jeans,1,44.03
b7bf498c-ef6d-40d8-a3a8-5892aaede2a5,2026-01-02T19:41:08,STR-026,SKU-10007,Kitchen Towel Set,1,14.12
b36db863-19c1-40d4-808b-95dcedbe1a1f,2026-01-02T08:48:27,STR-006,SKU-10008,Ceramic Mug,2,11.34
63ed664a-428f-4330-a17b-4d8bf58d3cdc,2026-01-02T13:21:16,STR-021,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ceramic Mug,1,10.08
ed15b0f7-3c55-4c80-addb-f8797d610f60,2026-01-02T02:42:02,STR-017,SKU-10003,Running Shoes,1,90.06
4e56673e-79f7-45af-878d-3b529bede3c6,2026-01-02T12:45:02,STR-021,SKU-10015,Scented Candle,1,14.06
0c650d7b-9248-4754-a479-1a2ff9ac8117,2026-01-02T13:10:04,STR-029,SKU-10007,Kitchen Towel Set,6,11.17
f9030215-b4de-42c7-83b3-20e1fa998d01,2026-01-02T00:50:13,STR-002,SKU-10015,Scented Candle,3,13.02
dc86dba5-9de0-48f6-bb78-b113c607c2af,2026-01-02T17:57:11,STR-003,SKU-10015,Scented Candle,7,11.35
f7bc9e6f-3053-45c3-8a87-e30ce350e251,2026-01-02T16:39:06,STR-015,SKU-10003,,6,83.86
6820f441-9b6e-43a6-97b1-99a3e06dd9bb,2026-01-02T12:03:11,STR-009,SKU-10010,Backpack,4,65.25
2040d139-7a63-43bf-ae38-dd146331bbad,2026-01-02T22:50:36,STR-021,SKU-10012,Desk Lamp,7,30.89
297cb337-65b9-40d7-83d1-c2e64d802ccc,2026-01-02T19:39:22,STR-014,SKU-10002,Denim Jeans,2,57.95
ff4f4380-f2cf-45b6-b5cc-79932c8f1547,2026-01-02T06:16:07,STR-021,SKU-10013,Water Bottle,2,20.54
f772bef8-9245-482f-a66b-efa0a4a4734d,2026-01-02T06:33:46,STR-019,SKU-10010,Backpack,4,52.07
86444363-0ba1-41c5-ae17-b40782951e87,2026-01-02T10:44:34,STR-022,SKU-10001,Cotton T-Shirt,5,15.92
8da6eab8-4af1-419d-9d27-b88dbf10836e,2026-01-02T21:10:56,STR-009,SKU-10003,Running Shoes,7,101.60
6ee6e4db-4d7b-442e-8960-db5652bc903e,2026-01-02T22:45:11,STR-015,SKU-10009,Bluetooth Speaker,7,42.80
d37659e5-8b29-42c9-a880-5d39b2115b12,2026-01-02T14:58:04,STR-025,SKU-10007,Kitchen Towel Set,2,10.68
ed56c822-1273-4f32-8ae6-a4fb22614381,2026-01-02T16:52:14,STR-002,SKU-10006,Sports Socks,1,7.05
238ba3e2-9997-48d1-bfe2-7002256d746c,2026-01-02T20:52:54,STR-006,SKU-10001,Cotton T-Shirt,1,17.62
bd68fc8c-a884-4047-9c4e-6ae1868d3c1b,2026-01-01T17:47:48,STR-023,SKU-10013,Water Bottle,7,23.34
75402693-77c1-4d08-a8f8-fc5bce2f3627,2026-01-02T17:14:02,STR-029,SKU-10015,,2,13.81
ca450ab3-e0bc-475e-a05a-99afc00d5df2,2026-01-02T17:34:06,STR-006,SKU-10006,Sports Socks,1,7.33
af0e3199-03e6-4236-8da7-7f20834a2625,2026-01-02T23:46:49,STR-008,SKU-10002,Denim Jeans,7,56.70
dc353c95-bf86-482c-9e46-775e2d3b3b23,2026-01-02T16:53:32,STR-013,SKU-10002,Denim Jeans,8,59.58
dfad14cf-74ca-4b8a-addf-429e1cf930d2,2026-01-02T23:59:57,STR-021,SKU-10015,Scented Candle,4,13.99
63a08cc1-79ad-479f-a77a-03207b36dc5d,2026-01-02T17:39:36,STR-006,SKU-10003,Running Shoes,6,102.84
8c03b106-d26d-4e5a-93a7-4b30046737e6,2026-01-02T01:02:04,STR-013,SKU-10013,Water Bottle,4,19.40
8d51bbe8-5c02-4091-baeb-25db345fa243,2026-01-02T07:58:29,STR-004,SKU-10012,Desk Lamp,3,39.19
0c98dbd4-5ba0-445a-80d5-988f669bdaee,2026-01-02T13:06:05,STR-003,SKU-10012,Desk Lamp,1,30.11
ff110400-aea5-46ff-b608-c5bf1d898ef8,2026-01-02T21:58:48,STR-004,SKU-10010,Backpack,3,64.11
a04abd3a-65d3-41eb-ac10-9a36c2888eff,2026-01-02T19:11:21,STR-006,SKU-10010,Backpack,5,61.97
efcb91f8-bcdc-4aef-b55c-cdab4d9ec2d5,2026-01-02T03:25:16,STR-007,SKU-10007,Kitchen Towel Set,2,10.60
cf26afb2-22cd-4129-933d-b7cc7bbce710,2026-01-02T11:52:50,STR-030,SKU-10004,Winter Jacket,1,131.17
257c2a05-2028-4b9e-8914-aa54c55b8f0e,2026-01-02T03:06:48,STR-002,SKU-10014,Throw Pillow,2,20.88
3098a4bc-9aef-4436-a59e-f86bdf8bc866,2026-01-02T09:14:20,STR-023,SKU-10015,Scented Candle,6,14.87
618c0412-dd74-4a83-b889-720e81fafb9a,2026-01-02T08:21:29,STR-017,SKU-10010,Backpack,8,63.75
d2800148-f25c-43d9-8d44-6c537af480df,2026-01-02T13:42:43,STR-008,SKU-10010,Backpack,5,57.76
1ae0e421-0b11-4fc8-a401-55b58ea23a1a,2026-01-02T10:02:03,STR-028,SKU-10006,Sports Socks,7,8.32
84c26231-2653-418b-a375-e3ef5584a1ae,2026-01-02T22:34:08,STR-014,SKU-10002,Denim Jeans,7,45.52
0b07cd91-e4ba-4761-aa8c-2b9f36fb39a7,2026-01-02T01:43:15,STR-001,SKU-10004,Winter Jacket,4,149.95
f8a26778-ad33-42e2-8a0c-f90487aefca5,2026-01-02T14:14:02,STR-007,SKU-10004,Winter Jacket,8,145.97
81f8c53d-4850-4b49-aa70-3c63b0e15a93,2026-01-02T12:31:37,STR-016,SKU-10011,Bed Sheet Set,1,72.18
